Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available
Tradecom-I,Vadodara,"Saiyed Vasna Rd, Yogi Nagar Twp, Gokul Nagar, Vadodara, Gujarat, India",,Gujarat,Gokul Nagar,0,STANDARD,NOT LIVE,"[""Easy Accessibility"",""Stationary"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",6000,0,0,PLATINUM,Tradecom-I,3.7,251,43
The Executive Centre-Safina Towers,Bengaluru,"Level 3 & 4, Safina Towers North Tower and Level 6, Safina Towers South Tower, No. 3 Ali Asker Road, Bangalore, Karnataka 560052, India ",Sonali Todarwal,Karnataka,Vasanth Nagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Safina Towers,5.0,275,17
The Executive Centre-Helios Business Park,Bengaluru,"Level 6, Tower E & Level 10, Tower C, Helios Business Park Wing C, No. 150 Outer Ring Road, Kadubeesanahalli, Bangalore, Karnataka 560103, India",Sonali Todarwal,Karnataka,Kadabeesanahalli,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Helios Business Park,4.2,268,56
The Executive Centre-Prestige Trade Tower,Bengaluru,"Level 11, Prestige Trade Tower, No. 46 Palace Road, Bangalore, Karnataka 560001, India",Sonali Todarwal,Karnataka,High Grounds,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Prestige Trade Tower,3.8,499,99
The Executive Centre-Mfar Greenheart,Bengaluru,"Level 7, Mfar Greenheart, Outer Ring Rd, MS Ramaiah North City, Manayata Tech Park, Hebbal, Bengaluru, Karnataka 560045, India",Sonali Todarwal,Karnataka,Hebbal,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Mfar Greenheart,4.3,238,100
The Executive Centre-Prestige Khoday Tower,Bengaluru,"Level 10-11, Prestige Khoday Tower, No. 5 Raj Bhavan Road, Bangalore, Karnataka 560001, India",Sonali Todarwal,Karnataka,Vasanth Nagar,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Prestige Khoday Tower,3.9,328,70
Golden Square,Delhi NCT,"J-6 Covork, Upper Ground Floor, RBI Enclave New Delhi 110063",Gautham Krishnan,Delhi (NCT),Jhandewalan,400,GOLD,NOT LIVE,"[""Parking"",""Wifi"",""Printer/Scanner"",""Smoking Room"",""Reception"",""F&B Cafe"",""Power Backup""]",6500,7500,8500,GOLD,Golden Square,4.7,309,81
The Executive Centre-Prestige Technostar,Bengaluru,"Level 8, Prestige Technostar, B3 Building, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bangalore, Karnataka 560048, India",Sonali Todarwal,Karnataka,Brookefield,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Prestige Technostar,4.4,187,41
Lad workspaces,Bengaluru,"site no 12, Dr Puneeth Rajkumar Rd, opposite Bank of Baroda - Bellandur Branch, Bellandur, Bengaluru, Karnataka 560103",,Karnataka,Bellandur,0,STANDARD,NOT LIVE,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Common Area"",""F&B Cafe"",""Food"",""Power Backup""]",0,5500,0,STANDARD,Lad workspaces,3.6,472,22
BRIC Spaces-I,Bengaluru,"First Floor ,HBR Layout 2nd Block, Stage 1, HBR Layout, Bengaluru, Karnataka, India",,Karnataka,Hbr Layout,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Common Area"",""F&B Cafe"",""Food"",""Power Backup""]",0,4500,0,STANDARD,BRIC Spaces-I,4.4,386,100
The Executive Centre,Bengaluru,"Level 11, Canberra Block, UB City, No. 24 Vittal Mallya Road, Bangalore, Karnataka 560001, India",Sonali Todarwal,Karnataka,Ashok Nagar,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre,4.8,428,5
Iworkk-i,Gurgaon,"90, Mehrauli-Gurgaon Rd, Industrial Development Area, Sector 16, Gurugram, Haryana 122007, India",VikasMethi,Haryana,Sector 16,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Tea/Coffee"",""Reception"",""Food"",""Power Backup""]",0,7000,8000,GOLD,Iworkk I,4.1,250,7
Co Actives-I,Gurgaon,"44, Sector 44, Gurugram, Haryana 122003, India",,Haryana,Sector 44,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Tea/Coffee"",""Reception"",""Food"",""Power Backup""]",5500,7000,0,PLATINUM,Co Actives-I,4.3,180,8
B-Hive11-I,Faridabad,"First B-2/11, Block B, Mohan Cooperative Industrial Estate, Badarpur, Faridabad, Haryana 110044",,Haryana,Badarpur,0,STANDARD,NOT LIVE,"[""Wifi"",""Power Socket"",""Tea/Coffee"",""Common Area"",""Food"",""Power Backup""]",0,5000,0,STANDARD,B-Hive11-I,4.5,353,19
The Executive Centre-Concorde Tower,Bengaluru,"Level 14, Concorde Tower, UB City, No. 24 Vittal Mallya Road, Bangalore, Karnataka 560001, India",Sonali Todarwal,Karnataka,Ashok Nagar,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Concorde Tower,4.1,170,80
The Executive Centre-RMZ Millenia,Bengaluru,"Level 1, Unit C1, RMZ Millenia, Tower C, No. 1 & 2 Murphy Road, Ulsoor, Bangalore, Karnataka 560008, India",Sonali Todarwal,Karnataka,Kalhalli,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-RMZ Millenia,4.7,384,52
The Address-A2 Building ,Vadodara,"4th Floor, A2 Building,Sarabhai campus, Genda Cir,near Courtyard Marriott hotel, Subhanpura, Vadodara, Gujarat 390023",Ami Sharma,Gujarat,Subhanpura,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,6500,GOLD,The Address-A2 Building ,4.7,172,28
Orange business centre,Visakhapatnam,"RK Beach, First floor ,Varun Inox, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh 530003, India",Ventakesh,Andhra Pradesh,Krishna Nagar,500,GOLD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""Locker/Storage""]",10000,0,0,PLATINUM,Orange business centre,3.8,490,19
Unispace BC,Bengaluru,"Kudlu Gate, Hosur Road Junction Traffic Signal, Opp National Cooperative Bank, Hosur Road, Bangalore Karnataka 560068",Unispace BC-V,Karnataka,Muneshwara Nagar,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Smoking Room"",""24*7 Access"",""Reception"",""F&B Cafe""]",7000,0,8000,PLATINUM,Unispace BC,4.5,24,49
 LSpace,Kochi,"LSpace, Logic Square, VIP Rd, near JLN Stadium Metro Station, Kaloor, Kochi, Ernakulam, Kerala 682017",Sajan,Kerala,Kaloor,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,21000,SILVER, LSpace,3.5,313,75
The Executive Centre-DLF Cyber City,Gurgaon,"Level 18, Tower A, DLF Building No. 5, DLF Phase 3, DLF Cyber City, Gurgaon, Haryana 122002, India",Ashish Ranjan,Haryana,DLF Cyber City,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-DLF Cyber City,4.0,160,79
The Executive Centre-DLF Cyber Park,Gurgaon,"Level 9, DLF Cyber Park, Tower C, Udhyog Vihar ,Sector 20, Gurgaon, Haryana 122001, India",Ashish Ranjan,Haryana,Sector 20,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-DLF Cyber Park,3.8,226,97
1Share Office-I,Delhi NCT,"Street Number 12, Sant Nagar, East of Kailash, New Delhi, Delhi 110065, India",,Delhi (NCT),Sainik Farm,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,4999,0,STANDARD,1Share Office-I,4.0,207,11
Wurk,Siliguri,"PCGG+MJ7, Ward 44, East Vivekananda Pally, Rabindra Sarani, Siliguri, West Bengal 734001, India",,West Bengal,Rabindra Sarani,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Tea/Coffee"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",0,7000,0,STANDARD,Wurk,5.0,11,29
Team Station-I,Delhi NCT,"D14-105, Shiva Rd, Pocket 14, Sector 8D, Rohini, Delhi, 110085, India",Akash,Delhi (NCT),Sector 8D,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""F&B Cafe"",""Power Backup""]",0,4000,0,STANDARD,Team Station-I,4.0,364,37
Pulsebay,Pondicherry,"Fun center, South Boulevard, Colas Nagar, Puducherry, India",,Puducherry (UT),Colas Nagar,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Common Area"",""F&B Cafe"",""Food"",""Power Backup""]",0,6000,0,STANDARD,Pulsebay,3.8,41,53
Nansat Coworking-I,Faridabad,"9-10 Dividing Rd, Sector 9, Faridabad, Haryana 121006, India",Anil Adhana,Haryana,Sector 10 Hbc,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Power Backup""]",0,5000,3000,STANDARD,Nansat Coworking-I,4.4,308,84
Ataura Business Center-I,Bengaluru,"2nd B Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,Karnataka,Koramangala,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Common Area"",""F&B Cafe"",""Power Backup""]",0,4500,0,STANDARD,Ataura Business Center-I,4.3,284,22
Vastu Coworking-I,Mumbai,"36 1/1, Shivram Seth Amritwar Marg, Arvind Nagar, Lower Parel West, Worli, Mumbai, Maharashtra 400013, India",,Maharashtra,Lower Parel,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,8500,0,STANDARD,Vastu Coworking-I,4.3,170,85
Alt Space-I,Delhi NCT,"Plot No. E, 480, GK 2 Main Rd, Block E, E Block, Greater Kailash, Delhi, 110048, India",,Delhi (NCT),Dwarka,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Meeting Room"",""Food"",""Power Backup""]",0,10000,0,STANDARD,Alt Space-I,4.5,494,74
The Executive Centre-One Horizon Center,Gurgaon,"Level 18 & 21, One Horizon Center, Golf Course Road, DLF Phase 5, Sector 43, Gurgaon, Haryana 122002, India",Ashish Ranjan,Haryana,DLF Phase 5,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-One Horizon Center,3.5,482,31
The Executive Centre-Two Horizon Center,Gurgaon,"Level 12, Two Horizon Center, Golf Course Road, DLF Phase 5, Sector 43, Gurgaon, Haryana 122002, India",Ashish Ranjan,Haryana,DLF Phase 5,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Two Horizon Center,4.8,489,61
Deck Spaces-I,Nashik,"near Bhonsala Military School, Model Colony, Rambhoomi, Veer Sawarkar Nagar, Nashik, Maharashtra 422005, India",Akshay,Maharashtra,Veer Sawarkar Nagar,0,STANDARD,NOT LIVE,"[""Parking"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",0,4200,0,STANDARD,Deck Spaces-I,4.3,155,43
The Executive Centre-DLF Downtown,Gurgaon,"Level 6, DLF Downtown, Block 2, DLF City Phase 3, Sector 25A, Gurgaon, Haryana 122002, India",Ashish Ranjan,Haryana,Sector 25 A,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-DLF Downtown,4.1,493,68
Office Republic,Bengaluru,"No 450/1/14, Lakshmi Complex, 2nd Floor, 27th Cross Rd, Geetha Colony, 4th T Block East, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011.",,Karnataka,Jayanagar,300,SILVER,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Common Area"",""F&B Cafe"",""Food"",""Power Backup""]",5500,8200,0,SILVER,Office Republic,4.7,467,26
Office Republic-I,Bengaluru,"No 450/1/14, Lakshmi Complex, 3RD Floor, 27th Cross Rd, Geetha Colony, 4th T Block East, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011.",,Karnataka,Jayanagar,300,SILVER,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Locker/Storage"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",5500,8200,0,SILVER,Office Republic-I,3.8,335,11
Office Republic-II,Bengaluru,"No 450/1/14, Lakshmi Complex, 4th Floor, 27th Cross Rd, Geetha Colony, 4th T Block East, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011.",,Karnataka,Jayanagar,300,SILVER,NOT LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Food"",""Power Backup""]",5500,8200,0,SILVER,Office Republic-II,4.2,290,30
Office Republic,Bengaluru,"2nd Floor, 24th Main Rd, 16th Cross, 5th Phase, KR Layout, JP Nagar 6 Phase, J. P. Nagar, Bengaluru, Karnataka 560078",,Karnataka,J. P. Nagar,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",5500,8200,0,PLATINUM,Office Republic,3.7,363,7
Office Republic-I,Bengaluru,"3RD Floor, 24th Main Rd, 16th Cross, 5th Phase, KR Layout, JP Nagar 6 Phase, J. P. Nagar, Bengaluru, Karnataka 560078.",,Karnataka,J. P. Nagar,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",5500,8200,0,PLATINUM,Office Republic-I,4.7,232,73
The Executive Centre-Salarpuria Knowledge City,Hyderabad,"Level 1, Unit 2, Salarpuria Sattva Knowledge City, Sy. No. 83/1, Plot No. 2 Inorbit Mall Road, Raidurg Village, HITEC City, Hyderabad, Telangana 500081, India",Prerna,Telangana,Hitec City,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Salarpuria Knowledge City,4.6,29,48
Office Republic-I,Bengaluru,"First floor ,vramapolis, Opp Swathi Gardenia, Amruthalli,Bengaluru, Karnataka 560092, India",,Karnataka,Amrutahalli,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",5500,8200,0,PLATINUM,Office Republic-I,3.6,323,61
The Executive Centre-Salarpuria Knowledge City-I,Hyderabad,"Level 7-8, Salarpuria Sattva Knowledge City, Octave Block, No.2 Inorbit Mall Road, Raidurg Village, HITEC City, Hyderabad, Telangana 500081, India",Prerna,Telangana,Hitec City,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Salarpuria Knowledge City-I,4.0,318,47
WorkSpaceCo-I,Surat,"A-301 2Nd Floor Aagam Vivianna Mall, opp. Florence, Vesu, Surat, Gujarat 395007",,Gujarat,Vesu,0,STANDARD,NOT LIVE,"[""Wifi"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,8000,0,STANDARD,WorkSpaceCo-I,5.0,24,26
The Executive Centre-RMZ Nexity,Hyderabad,"Level 12 & 15, Tower 30, RMZ Nexity, Inorbit Mall Road, HITEC City, Hyderabad, Telangana 500081, India",Prerna,Telangana,Hitec City,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-RMZ Nexity,4.4,304,47
The Executive Centre,Mumbai,"Level 1,2 & 3A, First International Financial Center, Plot Nos. C-54 & C-55 G Block Road, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",Zishan Khan,Maharashtra,Bandra Kurla Complex,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre,4.0,39,51
The Executive Centre-Business Bay,Pune,"Level 6, Wing 1, Tower A, Business Bay, No. 103/2 Airport Road, Yerawada, Pune, Maharashtra 411006, India",pune@executivecentre.com,Maharashtra,Yerawada,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Business Bay,5.0,154,26
The Executive Centre-Panchshil Business Park,Pune,"Level 10, Tower C, Panchshil Business Park Phase 2, Balewadi, Pune, Maharashtra 411045, India",Zishan Khan,Maharashtra,Balewadi,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-Panchshil Business Park,4.4,98,48
Avirahi Office Space-I,Mumbai," 1st floor, Avirahi Arcade Opp. Lata Hotel Kandivali West, Mumbai, Maharashtra 400067",Avirahi coworking ,Maharashtra,Kandivali West,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Power Backup""]",5000,0,0,GOLD,Avirahi Office Space-I,4.7,476,27
Treffen Cowork,Pune,"Shop No 50, Kakade Plaza, next to Cosmos Bank, Warje Jakat Naka, Karve Nagar, Pune, Maharashtra 411052, India, Pune, India",Treffen,Maharashtra,Erandwane,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Tea/Coffee"",""Power Backup""]",0,0,0,STANDARD,Treffen Cowork,3.6,286,45
The Executive Centre-World Trade Center,Pune,"Level 9, Tower 2, World Trade Center, Kharadi, Pune, Maharashtra 411014, India",Zishan Khan,Maharashtra,Kharadi,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre-World Trade Center,3.8,148,60
The Executive Centre,Delhi NCT,"Level 3B & 7-8, DLF Building, Sansad Marg, Connaught Place, New Delhi, Delhi 110001, India",Ashish Ranjan,Delhi (NCT),Connaught Place,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre,4.3,56,52
The Executive Centre,Delhi NCT,"Level 1-2, Crescent Building, Lado Sarai, Mehrauli, New Delhi, Delhi 110030, India",Ashish Ranjan,Delhi (NCT),Mehrauli,2500,PLATINUM+,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,PLATINUM+,The Executive Centre,4.1,209,73
Tiger Cubs Incubation-II,Noida,"2nd floor,B - 9, Sector - 2, Noida 201301",Dheeraj Kumar,Uttar Pradesh,Sector 2,0,STANDARD,NOT LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Locker/Storage"",""Meeting Room"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,7000,0,STANDARD,Tiger Cubs Incubation-II,3.8,364,45
L2L Startups,Noida," B-8, 3rd Floor, Sector-2, Next to 15 Metro Station, Noida  UP-201301",Pankaj Kumar,Uttar Pradesh,Sector 2,300,SILVER,NOT LIVE,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Food"",""Power Backup""]",4000,4500,15000,SILVER,L2L Startups,3.6,305,21
CS CoWorking,Hyderabad,"2nd and 5th floor plot no 2-41/13/PMR, khanamet, hitex road, izzathnagar, Hyderabad, Telangana 500084.",Mohammed Ali,Telangana,Izzathnagar,600,PLATINUM,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6000,0,0,PLATINUM,CS CoWorking,4.8,68,44
Work Wings-II,Noida,"H-187 ,Lohia Road ,Sector- 63 ,Noida",,Uttar Pradesh,Sector 63,0,STANDARD,NOT LIVE,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Meeting Room"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,0,0,STANDARD,Work Wings-II,3.7,478,12
GloCal Coworking Space,Rajkot,"M Floor, North Tower TwinStar, 150 Feet Ring Rd, Ram Vihar Society, Chandreshnagar, Rajkot, Gujarat 360005, India",Nisha,Gujarat,Chandreshnagar,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,0,SILVER,GloCal Coworking Space,3.8,91,68
Urban Vault-6/a,Bengaluru,"6, 18th Cross Rd, Sector 3, HSR Layout, Bengaluru, Karnataka",bhavna,Karnataka,HSR Layout,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,5999,GOLD,Urban Vault-6/a,4.8,391,64
Urban Vault-1090c,Bengaluru,"1090A, Sector 4, HSR Layout, Bengaluru, Karnataka",Bhavna,Karnataka,HSR Layout,0,STANDARD,LIVE,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,5999,GOLD,Urban Vault-1090c,4.5,47,89
